Price,Close,High,Low,Open,Volume,10-day MA,50-day MA,Daily Return
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2020-01-02,72.7960205078125,72.85661316556887,71.54538716413333,71.79987336808419,135480400,,,
2020-01-03,72.08828735351562,72.85175328083761,71.86288446577974,72.02042387989954,146322800,,,-0.009722140707140947
2020-01-06,72.6626968383789,72.70147701872006,70.95398721004992,71.2060546839858,118387200,,,0.007968138874577813
2020-01-07,72.32097625732422,72.9293215125039,72.10041809515171,72.67240923493256,108872000,,,-0.004702833722436184
2020-01-08,73.48434448242188,73.78730773933461,72.02285002693742,72.02285002693742,132079200,,,0.016086179768346698
2020-01-09,75.04522705078125,75.23912061605091,74.21389747975358,74.46595763529108,170108400,,,0.021241021871437615
2020-01-10,75.21488189697266,75.78203573703135,74.71075419050038,75.28032670743771,140644800,,,0.002260701351154637
2020-01-13,76.82179260253906,76.84845721797936,75.41361983783602,75.53238647587344,121532000,,,0.02136426548894277
2020-01-14,75.7844467163086,76.96964264584395,75.66084272483062,76.75878138146395,161954400,,,-0.013503276233054029
2020-01-15,75.45967102050781,76.46793372841316,75.0258255219773,75.58328240864935,121923600,74.16783447265625,,-0.0042855191252704206
2020-01-16,76.40492248535156,76.51641831155123,75.64145640571084,76.00501238616502,108829200,74.52872467041016,,0.012526578131871968
2020-01-17,77.25078582763672,77.25320450403059,76.34674080549438,76.65454881201066,137816400,75.04497451782227,,0.01107079641952824
2020-01-21,76.72725677490234,77.3210602617499,76.58910376824649,76.87752535201018,110843200,75.45143051147461,,-0.006777006177030809
2020-01-22,77.00115203857422,77.55617545523555,76.90662394261042,77.21443197966312,101832400,75.91944808959961,,0.0035697257426445805
2020-01-23,77.37198638916016,77.45196545033632,76.50429530744599,77.05448142476102,104472000,76.30821228027344,,0.0048159584729350335
2020-01-24,77.14898681640625,78.36568459280262,76.95751196709428,77.61918638262722,146537600,76.51858825683594,,-0.002882174584897923
2020-01-27,74.88040924072266,75.56388879724423,73.89395899955545,75.14943709018755,161940000,76.48514099121094,,-0.029405150596237828
2020-01-28,76.99871826171875,77.1707993206053,75.66567993131815,75.76505276717205,162234000,76.50283355712891,,0.028289228684451162
2020-01-29,78.6104965209961,79.46121987792021,77.89308146084672,78.63716113897716,216229200,76.78543853759766,,0.020932533627363803
2020-01-30,78.49657440185547,78.54989623607841,77.25563796528307,77.6894834620713,126743200,77.08912887573243,,-0.0014491972978468715
2020-01-31,75.01614379882812,78.20816118322392,74.72045130385416,77.78401253695766,199588400,76.95025100708008,,-0.044338630437675164
2020-02-03,74.81012725830078,75.98077426743717,73.24925964840867,73.75338735630919,173788400,76.70618515014648,,-0.002746296065015308
2020-02-04,77.27989959716797,77.47137452225437,76.0147242403826,76.42190524343457,136616400,76.76144943237304,,0.03301387698940372
2020-02-05,77.91004180908203,78.71228800097798,77.30411523535007,78.41174339074298,118826800,76.85233840942382,,0.008154024723100894
2020-02-06,78.82135009765625,78.82377617084421,77.62161992339047,78.18149548402742,105425600,76.99727478027344,,0.011696929784832832
2020-02-07,77.74996185302734,78.56868819994995,77.25678206283877,78.31845426530488,117684000,77.05737228393555,,-0.013592614733210051
2020-02-10,78.11921691894531,78.11921691894531,76.24853875783282,76.3287076074605,109348800,77.38125305175781,,0.004749263628141431
2020-02-11,77.6479263305664,78.69016619390229,77.4292765293241,78.61728539819471,94323200,77.44617385864258,,-0.0060329661121399925
2020-02-12,79.49187469482422,79.49673094210661,78.09979248720818,78.09979248720818,113730400,77.5343116760254,,0.023747554524607306
2020-02-13,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600,77.57723617553711,,-0.007120920220144433
2020-02-14,78.94524383544922,79.1954777229002,78.43505615220535,78.89421987724242,80113600,77.97014617919922,,0.000246110064171301
2020-02-18,77.4997329711914,77.68194237472869,76.43319703704242,76.6154064405797,152531200,78.23910675048828,,-0.01831029703664966
2020-02-19,78.62215423583984,78.85295581607006,77.74269122758709,77.74269122758709,93984000,78.37333221435547,,0.014482904929048912
2020-02-20,77.81553649902344,78.87235220810766,77.30778066851408,78.38160436292632,100566000,78.3638816833496,,-0.010259420447789158
2020-02-21,76.05419921875,77.85200453086176,75.43469023560293,77.40740945099631,129554000,78.08716659545898,,-0.02263477654357038
2020-02-24,72.44158172607422,73.89925662389693,70.2672211186261,72.21807572698077,222195200,77.55632858276367,,-0.047500565777900516
2020-02-25,69.98783111572266,73.49840130839426,69.51409119791701,73.11455016100783,230673600,76.74319000244141,,-0.033872129126473416
2020-02-26,71.09810638427734,72.3687159357965,69.6039907873723,69.6112788668062,198054800,76.0882080078125,,0.015863833052904397
2020-02-27,66.45055389404297,69.48252112113946,66.31450479546683,68.2920878015383,320605600,74.78407592773438,,-0.06536816135601242
2020-02-28,66.41166687011719,67.6385477294233,62.28401969410227,62.5002450361747,426510000,73.53266067504883,,-0.000585202404599805
2020-03-02,72.59463500976562,73.23358365974926,67.47090889947629,68.57874117120816,341397200,72.89759979248046,,0.09310063172696159
2020-03-03,70.28907775878906,73.85552017744328,69.43390383275212,73.77535132893588,319475600,72.17653427124023,,-0.03175933387730945
2020-03-04,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400,71.6692611694336,,0.04638480917579968
2020-03-05,71.1636962890625,72.7744209254937,70.79684571065036,71.79534952023471,187572800,71.0040771484375,,-0.03243705829815968
2020-03-06,70.2186279296875,70.65350301025936,68.32365355677196,68.51071916341945,226176800,70.42052001953125,,-0.013280203371339616
2020-03-09,64.66488647460938,67.56079624197245,63.894745030847204,64.07695437979449,286744800,69.64285049438476,,-0.07909213863647824
2020-03-10,69.3221664428711,69.58940835488747,65.44232100611896,67.33001496463376,285290000,69.5762840270996,,0.07202177599260762
2020-03-11,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800,69.15793075561524,,-0.034730489495327754
2020-03-12,60.30644607543945,65.59537815986118,60.25056956905768,62.17956017177718,418474000,68.54351997375488,,-0.09875468424321321
2020-03-13,67.53165435791016,68.00540170395698,61.453148500655,64.35392608390474,370732000,68.65551872253418,74.20447578430176,0.11980822536669522
2020-03-16,58.84391403198242,62.942405493904495,58.30700208996455,58.78074574053364,322423600,67.28044662475585,73.92543365478515,-0.12864693466390875
2020-03-17,61.431278228759766,62.58526712979335,57.918280152808066,60.13151665050571,324056000,66.39466667175293,73.71229347229004,0.04396995406136783
2020-03-18,59.92744445800781,60.736454476481626,57.60731115559442,58.251119797280516,300233600,65.03246879577637,73.45758842468261,-0.02447993618416877
2020-03-19,59.468284606933594,61.426427556259334,58.941092559581236,60.102373420949,271857200,63.86292762756348,73.20053459167481,-0.007661929441959758
2020-03-20,55.69291305541992,61.18105941653103,55.39165883947074,60.051358887016455,401693200,62.41035614013672,72.84470596313477,-0.06348546248588927
2020-03-23,54.50975799560547,55.51312552059559,51.65271619613283,55.4110887106565,336752800,61.39484329223633,72.43399658203126,-0.02124426600987983
2020-03-24,59.978477478027344,60.17526303928992,56.92221799336146,57.422685891648946,287531200,60.46047439575195,72.12926849365235,0.10032551388070288
2020-03-25,59.64806365966797,62.74076316410799,59.3516694383783,60.91866936456952,303602000,59.73382339477539,71.78579391479492,-0.005508873053345131
2020-03-26,62.78693771362305,62.84524235592004,59.852150856395546,59.89102308930032,252087200,59.98187255859375,71.52584373474122,0.05262323470992203
2020-03-27,60.187408447265625,62.162555760268454,60.01977521141477,61.404565866396354,204216800,59.2474479675293,71.22039848327637,-0.04140238974886956
2020-03-30,61.905025482177734,62.07751865016797,60.59068767059111,60.91623789559668,167976400,59.553559112548825,70.9304005432129,0.02853781346005335
2020-03-31,61.7786979675293,63.77085317683828,61.2223536075195,62.09696014187927,197002000,59.58830108642578,70.62095878601075,-0.0020406665479010266
2020-04-01,58.5280876159668,60.425494176264635,58.09564428473378,59.886154074244196,176218400,59.44836540222168,70.25697540283203,-0.05261700972187877
2020-04-02,59.504730224609375,59.55817861263245,57.553875182946484,58.38960956978753,165934000,59.452009963989255,69.90704696655274,0.016686733642329754
2020-04-03,58.649559020996094,59.691795094969585,58.056770548986755,58.98725360699361,129880000,59.747674560546876,69.53259841918945,-0.014371482744066078
2020-04-06,63.765995025634766,63.92147650814731,60.58583486452881,60.95510987284994,201820400,60.6732982635498,69.26493858337402,0.08723741644514371
2020-04-07,63.027427673339844,66.00837741080065,62.92296275780196,65.78972025756833,202887200,60.978193283081055,69.02787895202637,-0.01158246416445019
2020-04-08,64.64061737060547,64.95644407485085,63.46476010469618,63.83160337197063,168895200,61.47744865417481,68.78071693420411,0.02559504261583556
2020-04-09,65.10704803466797,65.61237949299203,64.3077616237392,65.27954490531218,161834800,61.709459686279295,68.51064796447754,0.0072157519998348185
2020-04-13,66.38493347167969,66.49426203682228,64.5822725466692,65.18478074186199,131022800,62.3292121887207,68.26841514587403,0.019627451644425253
2020-04-14,69.73759460449219,70.02913255388498,67.55108222640038,68.02482954063414,194994800,63.11246910095215,68.16284416198731,0.05050334401920842
2020-04-15,69.1010971069336,69.56269281105895,68.17790569868288,68.60791725112617,131154400,63.84470901489258,68.04866355895996,-0.009127035441477527
2020-04-16,69.65013885498047,70.0169894216292,68.59575486882815,69.81777206662008,157125200,64.95691413879395,67.89606834411622,0.00794548525325478
2020-04-17,68.70507049560547,69.71330151482101,67.26197182482458,69.16424162454373,215250000,65.87694816589355,67.71196891784668,-0.013568793614937902
2020-04-20,67.27899169921875,68.43298447365049,67.25955929365115,67.52680120844859,130015200,66.73989143371583,67.48112174987793,-0.020756529119316358
